"","darkness","anger","emotional_bonds","age_started","midichlorian","dojo_id","murders"
"984",3.4,8.8,15.4,1,1055,"dojo_37",0
"985",4.8,12.1,13.9,1,1244,"dojo_37",1
"986",4,14.3,13.4,1,1322,"dojo_37",1
"987",2.6,3.2,12.1,1,1248,"dojo_37",0
"988",5.2,10.2,7.4,1,1496,"dojo_37",1
"989",4.6,13.7,15.2,1,1287,"dojo_37",1
"990",3.5,13.9,12,3,1028,"dojo_38",0
"991",8.2,19.8,17,3,977,"dojo_38",2
"992",4.5,15.2,11.8,3,1247,"dojo_38",2
"993",4,11.7,12,3,1558,"dojo_38",1
"994",4.2,14.7,7.8,3,1195,"dojo_38",1
"995",5.4,12.3,13.3,3,1087,"dojo_38",1
"996",3.5,5.9,8.7,3,777,"dojo_38",1
"997",2.2,11.8,10,3,934,"dojo_38",1
"998",2.2,8.1,13.8,3,1507,"dojo_38",0
"999",2.4,5,11.6,3,1102,"dojo_38",0
"1000",4.2,14.5,9.6,3,1560,"dojo_38",1
"1001",4.7,11.4,18,3,1150,"dojo_38",1
"1002",2.5,12,9.7,3,1156,"dojo_38",0
"1003",3.9,11.4,7.9,3,954,"dojo_38",0
"1004",4.5,13.1,12.8,3,1505,"dojo_38",1
"1005",3.3,12.5,8.4,3,1370,"dojo_38",1
"1006",0.8,10.7,7.2,3,1259,"dojo_38",1
"1007",3.4,12.1,8.9,3,1412,"dojo_38",1
"1008",3.4,12,17.6,3,1038,"dojo_38",0
"1009",0.4,5.1,12,3,982,"dojo_38",0
"1010",3.5,13.4,7.5,3,1356,"dojo_38",1
"1011",1.4,11.3,11,3,1309,"dojo_38",0
"1012",4.7,14.1,11.2,3,1041,"dojo_38",1
"1013",5.6,12,8.6,3,1086,"dojo_38",1
"1014",1.4,8.1,15.9,3,1463,"dojo_38",1
"1015",2.8,8.9,12.4,3,1501,"dojo_38",0
"1016",6.1,14,11.5,3,1257,"dojo_38",1
"1017",6.2,16.6,11.8,11,1474,"dojo_39",2
"1018",6,13.4,9.6,11,1272,"dojo_39",1
"1019",4.6,13.3,11.4,11,1011,"dojo_39",1
"1020",1,11,14.2,11,652,"dojo_39",0
"1021",3,8.4,13.6,11,1129,"dojo_39",0
"1022",3.4,15.1,7.4,11,815,"dojo_39",1
"1023",6.1,13.9,14.8,11,1120,"dojo_39",1
"1024",5.5,15.1,9,11,1286,"dojo_39",1
"1025",4.4,11.5,12.9,11,1241,"dojo_39",1
"1026",1.6,10.4,14.4,11,1102,"dojo_39",0
"1027",3.8,13,7.8,11,1128,"dojo_39",1
"1028",4.1,8.5,10.8,11,1307,"dojo_39",1
"1029",6.3,15,11.3,11,1048,"dojo_39",1
"1030",5.4,9.8,8.4,11,1359,"dojo_39",1
"1031",3.7,11.3,13.4,11,1092,"dojo_39",1
"1032",6.6,13.4,5.1,11,1491,"dojo_39",2
"1033",4.7,11.7,14.6,11,1413,"dojo_39",1
"1034",2.5,11.7,15.5,11,1334,"dojo_39",0
"1035",7.1,13,9.1,11,1146,"dojo_39",1
"1036",6.7,14.1,8.7,11,1186,"dojo_39",2
"1037",8.1,18.3,11.8,11,895,"dojo_39",2
"1038",5,15.4,12.5,11,1052,"dojo_39",2
"1039",3.7,13.8,9.8,11,1069,"dojo_39",2
"1040",3.2,12.5,13.8,11,1019,"dojo_39",0
"1041",6.3,15.7,9,11,1142,"dojo_39",1
"1042",1.7,8.6,12.6,4,1487,"dojo_40",1
"1043",5.8,11.4,10.7,4,796,"dojo_40",1
"1044",4.4,10.2,15.7,4,962,"dojo_40",0
"1045",5.3,9.6,9.4,4,940,"dojo_40",2
"1046",5.7,11.2,17,4,1245,"dojo_40",1
"1047",7.4,16.4,10.5,4,1033,"dojo_40",1
"1048",7,11.3,14.7,4,1142,"dojo_40",2
"1049",2.8,13.5,10.4,4,1583,"dojo_40",1
"1050",8.3,11.6,12.1,4,1061,"dojo_40",2
"1051",4.3,12.6,6.2,4,1222,"dojo_40",1
"1052",6.4,10.5,15.5,4,935,"dojo_40",1
"1053",4.7,13.6,7.2,4,976,"dojo_40",1
"1054",7.2,13.8,13.3,4,1116,"dojo_40",1
"1055",9.1,14.9,13.6,4,999,"dojo_40",2
"1056",4.5,10,14.4,4,1237,"dojo_40",2
"1057",6.6,11.6,14.3,4,1100,"dojo_40",1
"1058",3.8,8.3,14.5,4,930,"dojo_40",0
"1059",4.2,11,16,4,1403,"dojo_40",1
"1060",8.5,17.2,16.7,4,1552,"dojo_40",2
"1061",3.5,5.4,15.6,4,995,"dojo_40",0
"1062",4.7,11.3,9.1,4,1102,"dojo_40",1
"1063",3.7,10.9,9.4,4,1244,"dojo_40",0
"1064",6.8,14,11.3,4,1199,"dojo_40",1
"1065",8.5,17.1,11.7,4,1287,"dojo_40",2
"1066",6.4,12.7,14.3,4,1003,"dojo_40",1
"1067",5.1,11,11,4,1256,"dojo_40",2
"1068",8.4,16.3,15.3,4,1385,"dojo_40",3
"1069",4.5,12.7,13.5,4,1586,"dojo_40",1
"1070",3.3,16.3,12.8,4,937,"dojo_41",0
"1071",4.1,9.7,11.4,4,1423,"dojo_41",1
"1072",4.6,10.8,7.9,4,1235,"dojo_41",2
"1073",6.5,9.6,10.4,4,1359,"dojo_41",1
"1074",7.2,15.5,16.1,4,1457,"dojo_41",1
"1075",5.3,9.5,11.7,4,1238,"dojo_41",1
"1076",4.2,10.1,11.6,4,1005,"dojo_41",1
"1077",1.3,7.4,9.9,4,957,"dojo_41",2
"1078",5.1,14,9.1,4,1215,"dojo_41",2
"1079",3.2,11.9,8.7,4,965,"dojo_41",0
"1080",6.1,8.6,9.8,4,1258,"dojo_41",1
"1081",5.1,14.9,12,4,1176,"dojo_41",1
"1082",4.3,11.8,9.5,4,1440,"dojo_41",2
"1083",5,11.8,9.8,4,1068,"dojo_41",1
"1084",6.8,14.1,11.3,4,1255,"dojo_41",1
"1085",4.6,15.2,7.6,4,1195,"dojo_41",1
"1086",6.1,15.8,14.1,4,1235,"dojo_41",1
"1087",4.2,13.8,13.1,4,1134,"dojo_41",1
"1088",6.5,9.6,12.8,4,1274,"dojo_41",1
"1089",7,14.3,14.3,4,1212,"dojo_41",2
"1090",3.2,9.5,13.7,4,766,"dojo_41",0
"1091",8.5,11.2,11.1,4,1456,"dojo_41",3
"1092",6.4,11.7,9,4,1553,"dojo_41",1
"1093",5.5,15.8,9.3,4,1126,"dojo_41",1
"1094",7.5,19.1,15.8,4,1207,"dojo_41",2
"1095",7,10.8,11.9,4,1341,"dojo_41",1
"1096",4.4,14.9,12.5,4,918,"dojo_41",1
"1097",6.6,17.4,16.7,4,1200,"dojo_41",1
"1098",2.9,8.2,13.2,4,834,"dojo_41",1
"1099",0.7,2.1,11.3,4,1127,"dojo_41",1
"1100",5.5,11.9,9.3,4,1337,"dojo_41",1
"1101",4.4,5.2,8.5,4,1194,"dojo_41",0
"1102",5.5,16.5,9.8,4,1185,"dojo_41",2
"1103",7.8,15.7,14,4,1258,"dojo_41",3
"1104",5,11.2,9,4,1112,"dojo_41",1
"1105",4.4,11.9,12.5,4,1232,"dojo_41",1
"1106",2.7,9.3,13,4,1087,"dojo_41",0
"1107",3.7,13.7,10.9,4,1016,"dojo_41",0
"1108",4.7,9.4,9.1,4,1077,"dojo_41",0
"1109",7.2,13.9,10.5,4,1435,"dojo_41",1
"1110",3.1,9.1,14.1,4,1213,"dojo_41",0
"1111",7.1,12.9,11.9,4,1143,"dojo_41",2
"1112",6.1,17.1,16.6,4,1309,"dojo_41",1
"1113",7.4,13.6,16.9,4,1506,"dojo_41",1
"1114",6.2,15.7,9.7,2,1295,"dojo_42",1
"1115",5.5,15.6,11.2,2,1211,"dojo_42",2
"1116",1.5,10.3,10.6,2,1051,"dojo_42",0
"1117",3.3,6.9,13.3,2,1340,"dojo_42",2
"1118",6.5,10.9,13.2,2,1801,"dojo_42",2
"1119",2.2,13.4,12.1,2,684,"dojo_42",0
"1120",1.8,12.1,17,2,874,"dojo_42",1
"1121",4.6,11.1,12.8,2,1214,"dojo_42",1
"1122",3.1,11.1,10.5,2,1290,"dojo_42",0
"1123",4.8,8,7.8,2,1275,"dojo_42",1
"1124",3.8,7.7,12.2,2,1022,"dojo_42",0
"1125",6.2,16.1,14.7,2,1244,"dojo_42",1
"1126",3.1,12.9,10.1,2,1073,"dojo_42",0
"1127",5.4,14.6,12.3,2,1267,"dojo_42",1
"1128",2.7,15.2,13.8,2,899,"dojo_42",0
"1129",5.7,15.5,14.7,2,1489,"dojo_42",1
"1130",3.3,9.3,11.5,2,1136,"dojo_42",1
"1131",5,13.1,10,2,1114,"dojo_42",1
"1132",2.8,6.4,14.3,2,1285,"dojo_42",1
"1133",3.9,15.6,13.7,2,995,"dojo_42",0
"1134",3.2,12.5,14.6,2,1164,"dojo_42",0
"1135",4.9,13.5,10.5,2,1388,"dojo_42",1
"1136",4.6,12.4,12.2,2,931,"dojo_42",0
"1137",4.4,10.2,8,7,1332,"dojo_43",1
"1138",3.4,9,12.8,7,1134,"dojo_43",0
"1139",5.4,14.5,7.3,7,1190,"dojo_43",2
"1140",7.9,17.5,9.7,7,1342,"dojo_43",2
"1141",5.2,11.9,14.6,7,1320,"dojo_43",1
"1142",4.5,13.3,10.7,7,1531,"dojo_43",1
"1143",6.8,14.6,10.9,7,991,"dojo_43",1
"1144",2.7,11.5,8.9,7,822,"dojo_43",0
"1145",6.1,15.1,13.6,7,1143,"dojo_43",1
"1146",8,15.4,10.6,7,921,"dojo_43",1
"1147",6.2,13.4,11.8,7,1292,"dojo_43",1
"1148",5.2,11.1,13.4,7,857,"dojo_43",2
"1149",4.6,13.9,12.8,7,705,"dojo_43",0
"1150",6,13.2,14.5,7,1234,"dojo_43",1
"1151",2.2,11,11.4,4,1380,"dojo_44",1
"1152",4.8,9.6,15.8,4,915,"dojo_44",0
"1153",5,13.7,12.1,4,762,"dojo_44",1
"1154",3.8,9.1,13.5,4,916,"dojo_44",0
"1155",2.4,12.5,10.6,4,1443,"dojo_44",0
"1156",5.2,14.5,13.2,4,1132,"dojo_44",1
"1157",3,14,9.6,4,1184,"dojo_44",0
"1158",6.6,9.3,19,4,1086,"dojo_44",1
"1159",6.1,16.2,12,4,1325,"dojo_44",1
"1160",5.7,13.9,17.4,4,1154,"dojo_44",1
"1161",6.6,15.4,13.6,4,935,"dojo_44",1
"1162",5.8,18.1,10.5,4,1148,"dojo_44",1
"1163",2.3,14.6,9.5,4,1316,"dojo_44",0
"1164",3.9,9.3,12.6,4,1127,"dojo_44",0
"1165",2.7,13.4,14.9,4,1364,"dojo_44",0
"1166",6.3,16.9,13.6,4,1305,"dojo_44",1
"1167",5.4,12.1,10.8,4,1277,"dojo_44",1
"1168",3.2,15.2,9,4,1392,"dojo_44",1
"1169",4.2,13.2,13.7,4,737,"dojo_44",0
"1170",3.5,12.1,9.2,4,1163,"dojo_44",0
"1171",7.5,15.1,15,4,1121,"dojo_44",1
"1172",1.2,11.2,14.8,4,1668,"dojo_44",0
"1173",1.3,11.8,10.5,4,1370,"dojo_44",0
"1174",7.7,18.2,13.1,4,841,"dojo_44",1
"1175",3,12.1,9,4,1612,"dojo_44",1
"1176",0.6,15.3,10.5,4,1697,"dojo_44",1
"1177",2.3,8.9,8.7,4,1376,"dojo_44",1
"1178",3.3,9.6,14.7,4,1040,"dojo_44",0
"1179",5.2,14.9,11,4,1157,"dojo_44",2
"1180",4.8,12,10.7,4,1194,"dojo_44",1
"1181",3.6,14.5,12.7,4,737,"dojo_44",0
"1182",2.7,13.8,11.2,4,1509,"dojo_44",2
"1183",3.2,11.1,13.8,4,1460,"dojo_44",0
"1184",7.4,15.8,11.1,4,1055,"dojo_44",1
"1185",5.9,15.3,10.3,4,1144,"dojo_44",1
"1186",0.1,12,1.2,4,1392,"dojo_44",1
"1187",6.1,14,18.5,4,1351,"dojo_44",2
"1188",3.2,9.3,13.4,4,876,"dojo_44",0
"1189",5.1,14,12.9,4,978,"dojo_44",2
"1190",2.5,11,11.8,4,1691,"dojo_44",1
"1191",6.9,13.9,17,7,1272,"dojo_45",1
"1192",5.7,12.8,10.2,7,1288,"dojo_45",1
"1193",4.4,5.1,11.7,7,1015,"dojo_45",1
"1194",7.8,14.8,19.5,7,1553,"dojo_45",3
"1195",7.1,17.8,10.1,7,1464,"dojo_45",4
"1196",5.8,9.7,15.2,7,1195,"dojo_45",1
"1197",4.9,12.1,12.7,7,1183,"dojo_45",1
"1198",6.8,14.6,6.5,7,1282,"dojo_45",1
"1199",5.3,8.1,5.7,7,1098,"dojo_45",1
"1200",6.4,10.5,10.2,7,1125,"dojo_45",1
"1201",7.9,15.5,7.8,7,1295,"dojo_45",2
"1202",5.7,11.7,6.7,7,1063,"dojo_45",1
"1203",7.4,18.5,15.4,7,1165,"dojo_45",2
"1204",6.7,12.1,9.2,7,1277,"dojo_45",2
"1205",3,7,18.6,7,1233,"dojo_45",0
"1206",5.4,7.7,6.4,7,1204,"dojo_45",1
"1207",4.2,7.5,8.1,7,1501,"dojo_45",1
"1208",9.5,17.4,10.5,7,1533,"dojo_45",2
"1209",5.7,11.3,8.8,7,722,"dojo_45",2
"1210",5.6,10.1,11.2,7,1243,"dojo_45",1
"1211",5.5,13.5,14,7,1341,"dojo_45",1
"1212",6.4,16.2,9.9,7,1312,"dojo_45",2
"1213",4.1,9.5,12.7,7,1339,"dojo_45",1
"1214",7.1,12.3,10.2,7,1270,"dojo_45",1
"1215",4.9,12.5,9.2,7,1339,"dojo_45",1
"1216",5.1,8.8,11.3,7,1119,"dojo_45",1
"1217",5.5,11.4,14.5,7,1343,"dojo_45",1
"1218",3.4,7.2,13.8,7,1516,"dojo_45",0
"1219",7,12,10.1,7,1388,"dojo_45",1
"1220",7.3,11.2,6,7,830,"dojo_45",1
"1221",6.1,14.8,10.7,3,1089,"dojo_46",1
"1222",6.1,11.7,16.6,3,1129,"dojo_46",1
"1223",5,11.9,15,3,811,"dojo_46",1
"1224",6.4,13.1,12.8,3,1668,"dojo_46",1
"1225",5.2,10.5,9.7,3,1209,"dojo_46",1
"1226",4.9,9.6,15.9,3,1447,"dojo_46",1
"1227",3.4,7.7,11.1,3,976,"dojo_46",0
"1228",3.4,12,11.7,3,1183,"dojo_46",0
"1229",5.2,9.4,11.8,3,1241,"dojo_46",1
"1230",3.4,9.8,9.9,3,1247,"dojo_46",0
"1231",5.8,11.4,17,3,1371,"dojo_46",1
"1232",4.7,12.4,12,3,1259,"dojo_46",3
"1233",5.9,12.6,14.1,3,1147,"dojo_46",2
"1234",5.6,15.1,14.9,3,1157,"dojo_46",1
"1235",5.5,12.1,13,3,1154,"dojo_46",1
"1236",3.3,10.8,9.5,3,939,"dojo_46",0
"1237",4.9,12.5,14.8,3,1299,"dojo_46",2
"1238",5.1,10.9,13.1,3,1310,"dojo_46",1
"1239",5.8,12,13.4,5,1232,"dojo_47",2
"1240",4,19,12.3,5,844,"dojo_47",1
"1241",6.2,13.5,11.6,5,1070,"dojo_47",1
"1242",5.9,11.3,13.2,5,1154,"dojo_47",2
"1243",6.6,9.8,9.4,5,1190,"dojo_47",1
"1244",5.7,14.9,9.9,5,1224,"dojo_47",1
"1245",6.8,12.4,7.4,5,1358,"dojo_47",1
"1246",3.1,11,12.6,5,1119,"dojo_47",0
"1247",7.1,9.8,9.7,5,1408,"dojo_47",1
"1248",4.5,10.3,12.3,5,1121,"dojo_47",0
"1249",7.1,12.7,12,5,1286,"dojo_47",1
"1250",5.9,12.7,15,5,1014,"dojo_47",2
"1251",4.9,11.5,20.8,5,938,"dojo_47",0
"1252",5.9,10.6,11.5,5,1240,"dojo_47",1
"1253",7.1,8.2,13.1,5,1487,"dojo_47",1
"1254",7.4,12.5,9.1,5,1385,"dojo_47",2
"1255",7,6.7,13.6,5,1705,"dojo_47",1
"1256",5.2,10.5,10.3,5,1436,"dojo_48",1
"1257",4.3,12.1,11.3,5,916,"dojo_48",0
"1258",3.4,9.6,13.7,5,1143,"dojo_48",1
"1259",6.2,12.8,12.7,5,1217,"dojo_48",1
"1260",3.3,10.2,14.1,5,783,"dojo_48",0
"1261",4.2,10,12,5,1254,"dojo_48",1
"1262",5.3,8.3,10.2,5,873,"dojo_48",0
"1263",5,12.1,17.3,5,1050,"dojo_48",1
"1264",6.2,12.3,11.3,5,984,"dojo_48",2
"1265",4.2,10.5,7.1,5,1032,"dojo_48",0
"1266",5.7,13.1,11.2,5,1154,"dojo_48",1
"1267",4.1,6.8,14.2,5,1367,"dojo_48",0
"1268",3.7,11.6,11.8,5,1481,"dojo_48",2
"1269",4.5,10,14.6,5,799,"dojo_48",0
"1270",7.8,11.8,18.3,5,1023,"dojo_48",1
"1271",4.8,13.9,10.9,5,1447,"dojo_48",1
"1272",5.4,10,15.7,5,930,"dojo_48",0
"1273",5.7,12.8,11,5,1271,"dojo_48",1
"1274",2.6,10.2,9.3,5,710,"dojo_48",0
"1275",6,11.9,8.3,5,1028,"dojo_48",2
"1276",7.9,17.8,11.3,5,1205,"dojo_48",2
"1277",3,10.7,8.2,5,1280,"dojo_48",0
"1278",3.6,9.3,12.1,5,1013,"dojo_48",0
"1279",6.1,11.8,11.2,5,1059,"dojo_48",2
"1280",4.7,10.6,13.3,5,1183,"dojo_48",1
"1281",3.5,6.1,14.3,5,1298,"dojo_48",0
"1282",5.5,14,10.2,5,1308,"dojo_48",1
"1283",8.2,17.3,13.2,5,999,"dojo_48",3
"1284",6.3,12.1,9.1,5,1272,"dojo_48",1
"1285",4,12,10.2,5,1203,"dojo_48",1
"1286",5.7,16.4,10.1,5,1017,"dojo_48",1
"1287",4.5,12.2,7.5,5,1202,"dojo_48",2
"1288",3.8,7.6,11.5,2,1454,"dojo_49",0
"1289",1.3,9,12.6,2,1127,"dojo_49",1
"1290",6.1,11.5,13.3,2,1271,"dojo_49",1
"1291",7.9,16.8,12.3,2,1207,"dojo_49",2
"1292",7.3,13,14.3,2,1495,"dojo_49",1
"1293",4.9,14.4,11.4,2,1161,"dojo_49",2
"1294",3.8,10.1,10.3,2,1315,"dojo_49",1
"1295",4.6,11.8,10.5,2,1474,"dojo_49",1
"1296",1.5,8.6,10.2,2,1211,"dojo_49",0
"1297",2.8,10.5,10.7,2,1533,"dojo_49",0
"1298",4.8,14.1,13.4,2,1110,"dojo_49",1
"1299",5.4,12.4,15.9,2,1088,"dojo_49",2
"1300",4.5,12.7,15.1,2,1160,"dojo_49",0
"1301",2.6,10,11.8,2,1222,"dojo_49",0
"1302",5.1,8.6,15,2,1324,"dojo_49",2
"1303",2.1,7.1,12.3,2,898,"dojo_49",0
"1304",6.8,14.9,11.6,2,1330,"dojo_49",1
"1305",5.5,15.6,9.6,2,1178,"dojo_49",1
"1306",8,19.8,12.5,7,1191,"dojo_50",2
"1307",6.4,14.3,9.8,7,1357,"dojo_50",2
"1308",2.6,9.5,13.8,7,1088,"dojo_50",0
"1309",3.9,9.6,12.6,7,1447,"dojo_50",1
"1310",4.5,12.1,10.9,7,1204,"dojo_50",1
"1311",2.4,10.6,19.4,7,1092,"dojo_50",1
"1312",2.7,14.6,9.9,7,756,"dojo_50",0
"1313",5.3,14.5,11.8,7,1370,"dojo_50",1
"1314",5,11.9,20,7,895,"dojo_50",1
"1315",6.1,12.9,16.8,7,1557,"dojo_50",1
"1316",3.7,10.5,12.6,7,1045,"dojo_50",2
"1317",5.2,9.7,13.3,7,1353,"dojo_50",1
"1318",3.5,11,5.2,7,1239,"dojo_50",1
"1319",2.3,11.3,9.6,7,769,"dojo_50",0
"1320",1,7.8,14.4,7,975,"dojo_50",0
"1321",3.2,12.2,9.6,7,1330,"dojo_50",1
"1322",6.5,11.8,6,7,1179,"dojo_50",2
"1323",5.9,15.4,10.5,7,1398,"dojo_50",1
"1324",1.9,8.3,16.1,7,1150,"dojo_50",0
"1325",1.8,8.7,10.4,7,1139,"dojo_50",0
"1326",5.7,15.5,15.3,7,1190,"dojo_50",1
"1327",4.3,9,15.6,7,1112,"dojo_50",0
"1328",5.5,13.4,11.5,7,979,"dojo_50",2
"1329",6.5,13.7,11.6,7,1322,"dojo_50",1
"1330",6.6,13.8,12.5,7,1206,"dojo_50",1
"1331",4.9,9.2,11.7,7,856,"dojo_50",0
"1332",6,15,13.4,8,1388,"dojo_51",1
"1333",2,9.1,13.6,8,1127,"dojo_51",0
"1334",4.6,15.3,10.7,8,1097,"dojo_51",1
"1335",3.2,9.2,13.9,8,1036,"dojo_51",0
"1336",4.2,15.4,11.8,8,861,"dojo_51",1
"1337",2.9,9.5,11.4,8,1165,"dojo_51",0
"1338",3,10.4,14.2,8,1452,"dojo_51",3
"1339",1.8,11,5.1,8,1455,"dojo_51",1
"1340",1.7,11.4,9.4,8,1512,"dojo_51",0
"1341",4,13.6,20.6,8,1204,"dojo_51",1
"1342",1.7,11.3,10.8,8,1224,"dojo_51",0
"1343",0.6,11.9,14.1,8,1591,"dojo_51",0
"1344",5.3,14.7,14,8,890,"dojo_51",1
"1345",6.8,12.9,10.4,8,1019,"dojo_51",1
"1346",2.9,13,8.2,8,1249,"dojo_51",1
"1347",4.3,13.7,12.9,8,866,"dojo_51",1
"1348",6.2,15.8,10.9,8,779,"dojo_51",1
"1349",5.1,15.1,3.8,8,1226,"dojo_51",1
"1350",2.3,14.4,13.3,8,1112,"dojo_51",0
"1351",3.8,11.4,8.8,8,1096,"dojo_51",2
"1352",7.3,19.9,10.7,7,909,"dojo_52",2
"1353",1.8,9,11.4,7,1145,"dojo_52",0
"1354",1.6,5.2,15.3,7,1300,"dojo_52",0
"1355",5.6,13.3,8.9,7,1296,"dojo_52",1
"1356",7.7,16.4,9,7,1045,"dojo_52",2
"1357",5.5,11.3,11.2,7,1245,"dojo_52",1
"1358",1.6,7.3,14.3,7,1472,"dojo_52",0
"1359",4.6,16.7,4.3,7,1029,"dojo_52",2
"1360",7.3,15.6,12.2,7,1223,"dojo_52",1
"1361",6.6,11.8,13.8,7,1308,"dojo_52",1
"1362",3.1,9.3,10,7,1410,"dojo_52",2
"1363",2.4,7.2,14.2,7,1255,"dojo_52",0
"1364",6.3,12.7,12.8,7,996,"dojo_52",1
"1365",1.6,8.8,13.2,7,1283,"dojo_52",0
"1366",4.5,14.3,10.3,7,846,"dojo_52",2
"1367",5.1,11.2,10.3,7,1154,"dojo_52",1
"1368",5.2,14.7,10.2,7,1146,"dojo_52",1
"1369",3.7,9,12.5,7,1562,"dojo_52",1
"1370",2.8,9.1,14.2,7,1104,"dojo_52",0
"1371",3.4,12.1,10,7,1288,"dojo_52",1
"1372",6.5,9.6,19.5,7,1331,"dojo_52",1
"1373",4,12.9,8.9,7,1269,"dojo_52",2
"1374",2.1,9.2,9.4,7,1134,"dojo_52",0
"1375",1.2,9.4,11.4,7,901,"dojo_52",0
"1376",4.6,8.4,12.4,8,904,"dojo_53",0
"1377",0.9,6.9,12.3,8,882,"dojo_53",2
"1378",3.6,8.3,7.7,8,1405,"dojo_53",1
"1379",7.4,13,10.6,8,1294,"dojo_53",2
"1380",7.7,13.8,13.5,8,1531,"dojo_53",2
"1381",5,9.1,10.5,8,1472,"dojo_53",2
"1382",6.7,12.8,8.9,8,1055,"dojo_53",1
"1383",6.3,11,10,8,930,"dojo_53",1
"1384",3.5,8.7,15,8,1106,"dojo_53",0
"1385",4.7,11.6,11.2,8,1140,"dojo_53",2
"1386",5.8,11.6,13.1,8,1348,"dojo_53",1
"1387",5.9,14.9,12.1,8,1177,"dojo_53",1
"1388",5,14.9,7.2,8,999,"dojo_53",1
"1389",4.4,10.3,13.3,8,1013,"dojo_53",0
"1390",4.3,9,11.3,8,990,"dojo_53",0
"1391",5.5,13.7,11.2,8,1264,"dojo_53",1
"1392",5.9,11.4,10.4,8,1065,"dojo_53",2
"1393",1.3,11.9,14.5,8,970,"dojo_53",0
"1394",5.9,14.7,7.2,8,965,"dojo_53",1
"1395",4.2,10.5,12.1,8,1066,"dojo_53",1
"1396",8.7,12,10.9,8,1556,"dojo_53",2
"1397",5.4,9.4,8.9,8,1299,"dojo_53",2
"1398",4,9.8,19.4,8,1186,"dojo_53",0
"1399",7.2,14.7,7.9,8,1402,"dojo_53",2
"1400",6.7,16.6,8.6,8,1032,"dojo_53",1
"1401",6.9,12.6,9.2,8,1291,"dojo_53",1
"1402",4,5.5,15.6,8,1303,"dojo_53",0
"1403",4.8,10.7,11.3,8,1034,"dojo_53",1
"1404",4.7,9.9,11.9,8,1159,"dojo_53",1
"1405",5.4,14,13.2,8,849,"dojo_53",1
"1406",6.1,12.5,10.5,8,1209,"dojo_53",1
"1407",7.4,14.2,13.8,8,1541,"dojo_53",2
"1408",4.3,9.7,9.4,8,1061,"dojo_53",1
"1409",5.7,13.7,11.1,8,1093,"dojo_53",1
"1410",5.2,10.5,12.9,8,1216,"dojo_53",2
"1411",5.5,11.4,10.9,8,1218,"dojo_53",1
"1412",5.2,9.5,11,8,1240,"dojo_53",1
"1413",3.6,12.1,12.7,8,1163,"dojo_53",1
"1414",6.5,10.7,12.7,8,1526,"dojo_53",1
"1415",6.5,13.4,8.6,3,1143,"dojo_54",3
"1416",3.8,13.2,7.2,3,1300,"dojo_54",1
"1417",3.8,12,11.5,3,1716,"dojo_54",1
"1418",5.4,12.7,9.1,3,1574,"dojo_54",1
"1419",6.3,14.6,9.9,3,1227,"dojo_54",1
"1420",4.2,6.9,13.1,3,1325,"dojo_54",0
"1421",6,17.2,10.2,3,1363,"dojo_54",1
"1422",7.1,17,9.4,3,1303,"dojo_54",2
"1423",5.4,14.8,8.8,3,1101,"dojo_54",2
"1424",6.2,13.4,13.6,3,1018,"dojo_54",1
"1425",5.4,10.7,6.4,3,1372,"dojo_54",1
"1426",5.2,14.3,11.8,3,1342,"dojo_54",1
"1427",4.2,11.7,11.4,3,1096,"dojo_54",0
"1428",5.9,14.2,15.6,3,1168,"dojo_54",1
"1429",7.3,19.7,16.9,3,855,"dojo_54",2
"1430",4.3,14,11.2,3,1297,"dojo_54",1
"1431",3.5,9.5,15.7,3,1015,"dojo_54",0
"1432",3.4,7.3,14,3,1685,"dojo_54",2
"1433",5.9,11.9,9.6,3,1274,"dojo_54",1
"1434",4.8,11.2,11.5,3,1121,"dojo_54",1
"1435",7.4,12.3,14.3,3,912,"dojo_54",1
"1436",3.7,5,5.8,3,1322,"dojo_54",0
"1437",6,12.4,11.1,3,1242,"dojo_54",2
"1438",5.8,6,11.8,3,1121,"dojo_54",1
"1439",5.4,13,12.5,3,1495,"dojo_54",1
"1440",5.9,22.6,15.1,3,1303,"dojo_54",1
"1441",8,13.5,15,3,752,"dojo_54",1
"1442",6.4,11.8,11.9,3,1164,"dojo_54",1
"1443",6.4,10.6,14.3,3,989,"dojo_54",1
"1444",6.9,11.8,14.5,3,1036,"dojo_54",1
"1445",3.1,9.7,14.9,3,1250,"dojo_54",0
"1446",7.4,13.4,11.4,3,888,"dojo_54",1
"1447",6.4,13.4,13,3,1607,"dojo_54",1
"1448",5.9,9.7,9.4,3,933,"dojo_54",2
"1449",5.9,15.9,10.3,3,1080,"dojo_54",1
"1450",7.2,13.4,11.9,3,998,"dojo_54",1
"1451",5.5,16,11.5,3,1178,"dojo_54",1
"1452",4.4,13.9,6,8,1225,"dojo_55",3
"1453",1.5,4.4,16.3,8,1606,"dojo_55",1
"1454",0.8,14.2,14.4,8,900,"dojo_55",0
"1455",6.2,13.5,14.1,8,956,"dojo_55",1
"1456",2.2,7.7,9.8,8,1254,"dojo_55",0
"1457",7.5,12.8,15.6,8,1250,"dojo_55",3
"1458",2.6,11.1,16.5,8,1106,"dojo_55",0
"1459",4.2,10.1,15.6,8,1231,"dojo_55",2
"1460",0,2,9.3,8,1032,"dojo_55",0
"1461",4.6,7,12.2,8,1655,"dojo_55",1
"1462",10.1,17,7.7,8,1356,"dojo_55",4
